,Unnamed: 0,conversation_id_str,created_at,favorite_count,label,full_text,translated_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,preprocessed_text
952,978,1769887419963494449,Tue Mar 19 16:23:50 +0000 2024,1,others,@Maudy_Apain @Pencerah___ Kan syaratny Klo mau dukung Prabowo harus OON kata mas Budiman https://t.co/fsCDSfGlQU,"@Maudy_Apain @Pencerah___ If you want to support Prabowo you have to be OON, said Mas Budiman https://t.co/fsCDSfGlQU",1770124029007143012,https://pbs.twimg.com/media/GJC-bIObIAAYJ_K.jpg,Maudy_Apain,in,Indonesia,0,0,0,https://twitter.com/Ontel46/status/1770124029007143012,1379105156575289345,Ontel46,"@USER @USER If you want to support Prabowo you have to be OON, said Mas Budiman HTTPURL"
953,979,1770123932945047874,Tue Mar 19 16:23:27 +0000 2024,1,anger,NGGGK USAH BANYK NGOMONG KAU ADMIN SAMPAH.. JNGN SOK PURA2 NGGK TAU KAU.. KWKWWKWK. SUDAHILAH... @prabowo MUDAH2 AN ORG2 KYK KAU BERKURANG.. ITU AJA MAU KUBILANG.. KWWKWK,"NO NEED TO TALK TOO MUCH, YOU ARE TRASH ADMIN.. DON'T PRETEND THAT YOU DON'T KNOW.. KWKWWKWK. GET IT NEVER... @prabowo EASY FOR PEOPLE AS YOU ARE LESS.. THAT'S ALL I WANT TO SAY.. KWWKWK",1770123932945047874,,,in,,0,0,1,https://twitter.com/BanG_BoLoN71/status/1770123932945047874,1259742458746822656,BanG_BoLoN71,"NO NEED TO TALK TOO MUCH, YOU ARE TRASH ADMIN.. DON'T PRETEND THAT YOU DON'T KNOW.. KWKWWKWK. GET IT NEVER.. @USER EASY FOR PEOPLE AS YOU ARE LESS.. THAT'S ALL I WANT TO SAY.. KWWKWK"
954,980,1770013661173817536,Tue Mar 19 16:22:59 +0000 2024,0,others,@prabowo Sehat jasmani dan rohani Pak. Jangan sia2kan suara rakyat yg telah memilih Bapak. Jangan lelah membangun Indonesia dari Sabang sampai Merauke. Jadikan kota2 besar tidak ada gepeng karena percuma kalau negara maju tapi banyak gepeng.,@prabowo Healthy physically and mentally sir. Don't waste the votes of the people who have elected you. Don't get tired of building Indonesia from Sabang to Merauke. Make sure big cities don't have sprawl because it's useless if the country is developed but has lots of sprawl.,1770123814304883104,,prabowo,in,Jakarta Capital Region,0,1,0,https://twitter.com/KonradKun/status/1770123814304883104,1230893722025390081,KonradKun,@USER Healthy physically and mentally sir. Don't waste the votes of the people who have elected you. Don't get tired of building Indonesia from Sabang to Merauke. Make sure big cities don't have sprawl because it's useless if the country is developed but has lots of sprawl.
955,981,1770013661173817536,Tue Mar 19 16:22:59 +0000 2024,0,anger,@cebongbuduk @prabowo awokaowkwk ngamok,@cebongbuduk @prabowo awokaowkwk angry,1770123813952606652,,cebongbuduk,in,,0,0,0,https://twitter.com/syimil09/status/1770123813952606652,1628730024626130944,syimil09,@USER @USER awokaowkwk angry
956,982,1770121016280526957,Tue Mar 19 16:22:51 +0000 2024,0,others,@taufik_q Ada yg bilang begitu sih. Prabowo akan berpaling dari Jokowi. Mungkin benar. Kalau Prabowo meninggalkan pendukungnya 2014 dan 2019 dengan entengnya maka sangat mungkin dia tinggal Jokowi. Tapi kok aku gak percaya krn hampir 5 tahun dia puja-puji Jokowi terus.,@taufik_q Some people say that. Prabowo will turn his back on Jokowi. Maybe right. If Prabowo leaves his supporters in 2014 and 2019 lightly then it is very possible that Jokowi will remain. But why don't I believe it because for almost 5 years he has been praising Jokowi continuously.,1770123782398874097,,taufik_q,in,"Bogor, Indonesia",0,0,0,https://twitter.com/ashari0575/status/1770123782398874097,1441338884521009164,ashari0575,@USER Some people say that. Prabowo will turn his back on Jokowi. Maybe right. If Prabowo leaves his supporters in 2014 and 2019 lightly then it is very possible that Jokowi will remain. But why don't I believe it because for almost 5 years he has been praising Jokowi continuously.
957,983,1770013661173817536,Tue Mar 19 16:21:44 +0000 2024,4,others,@AdamsIlham @prabowo Dapat suara juga hasil SETTINGAN QC WODARI ASUUU?? DAPAT NGRAMPOK...MOGA AZAB ALLOH SWT...DISEGERAKAN PADA SEMUA YG TERKAIT. CATAT YA...,@AdamsIlham @prabowo Can you also vote on the results of WODARI ASUUU's QC SETTINGS?? CAN BE ROBBED... MAY THE AZAB OF ALLAH SWT... BE IMMEDIATELY ON ALL THOSE CONNECTED. NOTE IT...,1770123502613680386,,AdamsIlham,in,"Mampang Prapatan, Indonesia",0,2,0,https://twitter.com/Antitogog1/status/1770123502613680386,1194964216559439874,Antitogog1,@USER @USER Can you also vote on the results of WODARI ASUU's QC SETTINGS?? CAN BE ROBBED.. MAY THE AZAB OF ALLAH SWT.. BE IMMEDIATELY ON ALL THOSE CONNECTED. NOTE IT..
958,984,1770123451015241824,Tue Mar 19 16:21:32 +0000 2024,2,others,KPU RI Sahkan Rekapitulasi Suara Pemilu 2024 di 34 Provinsi Prabowo-Gibran Menang https://t.co/hYM9cdt5Kz,RI KPU Ratifies 2024 Election Vote Recapitulation in 34 Provinces Prabowo-Gibran Wins https://t.co/hYM9cdt5Kz,1770123451015241824,,,in,"Pati, Indonesia",0,0,2,https://twitter.com/Redaksi_5News/status/1770123451015241824,978806873720700928,Redaksi_5News,RI KPU Ratifies 2024 Election Vote Recapitulation in 34 Provinces Prabowo-Gibran Wins HTTPURL
959,985,1770108474703360072,Tue Mar 19 16:21:22 +0000 2024,0,others,@H4T14K4LN4L42 @jokowi @prabowo Ngapainnn??? Lu msh bisa bebas bacot tidur nyenyak makan nasi. Kurang bersyukur idup lu keseringan otaknya dicuci.,@H4T14K4LN4L42 @jokowi @prabowo What are you doing??? You can still be free from talking and sleep soundly eating rice. You are not grateful for your life because you are often brainwashed.,1770123409818828846,,H4T14K4LN4L42,in,,0,0,0,https://twitter.com/miiu01795736/status/1770123409818828846,1119439107887730688,miiu01795736,@USER @USER @USER What are you doing?? You can still be free from talking and sleep soundly eating rice. You are not grateful for your life because you are often brainwashed.
960,986,1770123368777539600,Tue Mar 19 16:21:13 +0000 2024,0,others,Persiapan HUT Ke-79 RI Ini Pesan Prabowo ke Badan Otorita IKN https://t.co/5ZbrHy5gs3,Preparations for the Republic of Indonesia's 79th Anniversary is Prabowo's message to the IKN Authority https://t.co/5ZbrHy5gs3,1770123368777539600,,,in,"Jakarta, Indonesia",0,0,0,https://twitter.com/Bisniscom/status/1770123368777539600,118646322,Bisniscom,Preparations for the Republic of Indonesia's 79th Anniversary is Prabowo's message to the IKN Authority HTTPURL
961,987,1770013661173817536,Tue Mar 19 16:20:41 +0000 2024,0,others,@prabowo Segera selesaikan....dan tinggal selamanya di sana,@prabowo Finish it immediately....and stay there forever,1770123236682211469,,prabowo,in,"DKI Jakarta, Indonesia",0,0,0,https://twitter.com/Antonrusdiyant4/status/1770123236682211469,885130115549614081,Antonrusdiyant4,@USER Finish it immediately..and stay there forever
962,988,1770120611685335483,Tue Mar 19 16:20:11 +0000 2024,0,disgust,@kangjaill Dan ada banyak akun yg pura2 ndak paham akan SOP tsb mau presidennya Pak Prabowo Jkw Ganjar Anies atau Pak Amien Rais sekalipun pasti SOP Pengamanannya jg bgt ,"@kangjaill And there are many accounts that pretend not to understand the SOP, whether the president is Mr. Prabowo Jkw Ganjar Anies or Mr. Amien Rais, even though the SOP is definitely very safe.",1770123111771615434,,kangjaill,in,Vorstenlanden ,1,0,0,https://twitter.com/LodayaMalam/status/1770123111771615434,1231699752938426368,LodayaMalam,"@USER And there are many accounts that pretend not to understand the SOP, whether the president is Mr. Prabowo Jkw Ganjar Anies or Mr. Amien Rais, even though the SOP is definitely very safe."
963,989,1770038253694927300,Tue Mar 19 16:19:58 +0000 2024,0,others,@Heraloebss @kemkominfo @jokowi @prabowo @gibran_tweet Loh kan apa yg jadi rumor di grup rombis soal si om Haryanto junior mulai terkuak. Awalnya ngk percaya kalo dia sampai terjerumus dan bikin Haryanto geger. Tapi kenapa pemerintah kayak slow dengan judol beda dengan pornografi sampai bikin nawala segala,@Heraloebss @kemkominfo @jokowi @prabowo @gibran_tweet You know what the rumors in the rumbis group about uncle Haryanto junior are starting to come to light. At first I didn't believe that he would fall in and make Haryanto excited. But why is the government so slow with judol that it's different from pornography to the point of making all sorts of newsletters,1770123057958670428,,Heraloebss,in,"Kota Surabaya, Jawa Timur",0,0,0,https://twitter.com/adikusdianto/status/1770123057958670428,434642446,adikusdianto,@USER @USER @USER @USER @USER You know what the rumors in the rumbis group about uncle Haryanto junior are starting to come to light. At first I didn't believe that he would fall in and make Haryanto excited. But why is the government so slow with judol that it's different from pornography to the point of making all sorts of newsletters
964,990,1770123029273882880,Tue Mar 19 16:19:52 +0000 2024,10,others,Yuk kita ulang lagi video lama mantan Danjen kopassus yang juga anggota DKP pak Agum Gumelar terkait dengan pelanggan HAM oleh Prabowo Subianto. @SBYudhoyono Yang ikut menandatangani rekomendasi kok ikut mendukung Gaaasss Pooollll lagi video ini untuk diviralkan ... https://t.co/WrrmiH914z,"Let's review the old video of the former Kopassus Danjen who is also a member of the DKP, Mr. Agum Gumelar regarding human rights customers by Prabowo Subianto. @SBYudhoyono Those who signed the recommendation also support Gaaasss Pooollll again this video will go viral... https://t.co/WrrmiH914z",1770123029273882880,https://pbs.twimg.com/ext_tw_video_thumb/1770122963159072769/pu/img/GcupLI2gjuC_MUW9.jpg,,in,"Riau, Indonesia",1,1,7,https://twitter.com/PutraMelay6837/status/1770123029273882880,1722218525522300928,PutraMelay6837,"Let's review the old video of the former Kopassus Danjen who is also a member of the DKP, Mr. Agum Gumelar regarding human rights customers by Prabowo Subianto. @USER Those who signed the recommendation also support Gaass Pooll again this video will go viral.. HTTPURL"
965,991,1769962521962676641,Tue Mar 19 16:19:45 +0000 2024,0,disgust,@veeanconeri @genx36545403 Yg paham pilpres 2019 seperti apa sudah pasti ga bakal pilih prabowo kecuali para penjilatnya saja,@veeanconeri @genx36545403 Those who understand what the 2019 presidential election is like will definitely not vote for Prabowo except for his sycophants,1770123000026902704,,veeanconeri,in,"Lampung, Indonesia",0,0,0,https://twitter.com/ikbal_fari34568/status/1770123000026902704,1713391540322938880,ikbal_fari34568,@USER @USER Those who understand what the 2019 presidential election is like will definitely not vote for Prabowo except for his sycophants
966,992,1769966977672417568,Tue Mar 19 16:18:41 +0000 2024,0,joy,@WagimanDeep212_ @ganjarpranowo Mari kita dukung setiap niat baik. Saya pendukung Prabowo Gibran. Dan saya sangat mengapresiasi niat baik siapapun termasuk pak @ganjarpranowo . Terimakasih pak mudah2an kita semua dapat menerima kehendak Allah dengan ikhlas..,"@WagimanDeep212_ @ganjarpranowo Let's support every good intention. I support Prabowo Gibran. And I really appreciate everyone's good intentions, including Mr @ganjarpranowo. Thank you sir, hopefully we can all accept God's will sincerely..",1770122732841373841,,WagimanDeep212_,in,"Kediri, Indonesia",0,0,0,https://twitter.com/josan298/status/1770122732841373841,123726815,josan298,"@USER @USER Let's support every good intention. I support Prabowo Gibran. And I really appreciate everyone's good intentions, including Mr @USER. Thank you sir, hopefully we can all accept God's will sincerely.."
967,993,1770122533800694150,Tue Mar 19 16:17:54 +0000 2024,0,others,Proyek ini dapat menjadi program unggulan bila dilaksanakan dengan tepat. Bukan hal mudah memenuhi kebutuhan pangan penduduk Indonesia sejumlah 273 juta jiwa hingga food estate dijadikan solusi menjaga ketahanan pangan oleh Calon Presiden 2024 Bapak Prabowo Subianto. https://t.co/R8VehkPJ2M,"This project can become a superior program if implemented properly. It is not easy to meet the food needs of the Indonesian population of 273 million people, so food estates have been used as a solution to maintain food security by the 2024 Presidential Candidate, Mr. Prabowo Subianto. https://t.co/R8VehkPJ2M",1770122536791281738,https://pbs.twimg.com/media/GJC2hlOaQAAf4dl.jpg,bemfahutanipb,in,"Bogor, Indonesia",0,1,0,https://twitter.com/bemfahutanipb/status/1770122536791281738,475512504,bemfahutanipb,"This project can become a superior program if implemented properly. It is not easy to meet the food needs of the Indonesian population of 273 million people, so food estates have been used as a solution to maintain food security by the 2024 Presidential Candidate, Mr. Prabowo Subianto. HTTPURL"
969,995,1769879852784734313,Tue Mar 19 16:16:51 +0000 2024,1,others,@BerthaAstu32435 @prabowo Fakta nya begitu utang utk hal hal produktif selama ini begitu katanya semoga gak di konsumsi separuh ke kantong.,"@BerthaAstu32435 @prabowo The fact is that the debt is for productive things so far, so he said, hopefully half of it won't be consumed in your pocket.",1770122270184550580,,BerthaAstu32435,in,Indonesia,0,0,0,https://twitter.com/3rwin__34/status/1770122270184550580,1385407713987874820,3rwin__34,"@USER @USER The fact is that the debt is for productive things so far, so he said, hopefully half of it won't be consumed in your pocket."
970,996,1770013661173817536,Tue Mar 19 16:16:48 +0000 2024,0,others,@prabowo kandidat menteri : Kaesang fahri hamzah Fadli zon Ratna sarumpaet amin rais imanuel Kodari B Sujatmiko. Ade armando. G miftah.,@prabowo ministerial candidate: Kaesang fahri hamzah Fadli zon Ratna sarumpaet amin rais imanuel Kodari B Sujatmiko. Ade Armando. G miftah.,1770122258587201654,,prabowo,in,,0,0,0,https://twitter.com/malikbekasi/status/1770122258587201654,112426417,malikbekasi,@USER ministerial candidate: Kaesang fahri hamzah Fadli zon Ratna sarumpaet amin rais imanuel Kodari B Sujatmiko. Ade Armando. G miftah.
971,997,1770013661173817536,Tue Mar 19 16:16:34 +0000 2024,3,others,@prabowo IKN bakal mangkrak.. anda akan pusing dgn makan siang gratis gaji guru naik 2jt dan membayar hutang negara warisan jokowi. Realisasi janji kompanye anda paling tinggi cuma 0 25% sebelum anda mati itupun cuma makan siang gratis dgn jangkauan 25% realisasi.. catat itu.,"@prabowo IKN will collapse... you will be dizzy with free lunches, teacher salaries have increased by 2 million and paying off the state debt inherited from Jokowi. The highest realization of your campaign promise is only 0.25% before you die and even then it's just a free lunch with a reach of 25% realization.. note that.",1770122201687363664,,prabowo,in,,0,1,0,https://twitter.com/TaufikIswandi/status/1770122201687363664,1603550905810317312,TaufikIswandi,"@USER IKN will collapse.. you will be dizzy with free lunches, teacher salaries have increased by 2 million and paying off the state debt inherited from Jokowi. The highest realization of your campaign promise is only 0.25% before you die and even then it's just a free lunch with a reach of 25% realization.. note that."
972,998,1770122105453244636,Tue Mar 19 16:16:11 +0000 2024,0,surprise,aduh ga kebayang ada nama prabowo di ppt ini https://t.co/OkRZJbjyBD,"Ouch, I didn't imagine there was Prabowo's name in this ppt https://t.co/OkRZJbjyBD",1770122105453244636,https://pbs.twimg.com/media/GJC8qsEbwAEhhLD.jpg,,in,"Edinburgh, Scotland",0,1,0,https://twitter.com/seokzines/status/1770122105453244636,1613837072145715201,seokzines,"Ouch, I didn't imagine there was Prabowo's name in this ppt HTTPURL"
973,999,1770122050902057098,Tue Mar 19 16:15:58 +0000 2024,5,disgust,Penangkapan dan pemukulan Nico Silalahi oleh aparat dzolim biadab Digaji dengan pajak dari rakyat tapi bengis.. Bajingan Tolol kalian @korbrimob @humaskorbrimob @jokowi @prabowo @gibran_tweet @Fahrihamzah @fadlizon @ZUL_Hasan @Dahnilanzar @erickthohir @andre_rosiade https://t.co/uCJrUuGHKh,Arrested and beaten by Nico Silalahi by barbaric dzolim officers. Paid with taxes from the people but cruel. /uCJrUuGHKh,1770122050902057098,https://pbs.twimg.com/ext_tw_video_thumb/1770121977619271680/pu/img/VI1tlUxNwnaIqgs7.jpg,,in,,1,0,4,https://twitter.com/ibrahim00141746/status/1770122050902057098,1653793114832928768,ibrahim00141746,Arrested and beaten by Nico Silalahi by barbaric dzolim officers. Paid with taxes from the people but cruel. /uCJrUuGHKh
974,1000,1770082466394735083,Tue Mar 19 16:15:47 +0000 2024,0,joy,@99propaganda Mantap kali ini muncung pendukung @prabowo https://t.co/hvhWaUeS8Z,@99propaganda Great this time for supporting @prabowo https://t.co/hvhWaUeS8Z,1770122002810167309,,99propaganda,in,,0,0,0,https://twitter.com/ZFArdR/status/1770122002810167309,1362970344915570691,ZFArdR,@USER Great this time for supporting @USER HTTPURL
975,1001,1770071761666867577,Tue Mar 19 16:15:35 +0000 2024,0,others,@SATonga_ @BabehAldoAje135 BEM dukung Prabowo... https://t.co/Pjx1r1IVbO,@SATonga_ @BabehAldoAje135 BEM supports Prabowo... https://t.co/Pjx1r1IVbO,1770121954793787520,,SATonga_,in,,0,0,0,https://twitter.com/Ali_van_Jibril/status/1770121954793787520,1705238438461804544,Ali_van_Jibril,@USER @USER BEM supports Prabowo.. HTTPURL
976,1002,1770000569840857449,Tue Mar 19 16:15:30 +0000 2024,0,others,@hariqosatria @prabowo @gibran_tweet Takut jujur berani curang.,@hariqosatria @prabowo @gibran_tweet Fear of being honest and daring to cheat.,1770121929862889873,,hariqosatria,in,,0,0,0,https://twitter.com/bandansyah/status/1770121929862889873,3189574338,bandansyah,@USER @USER @USER Fear of being honest and daring to cheat.
977,1003,1770013661173817536,Tue Mar 19 16:15:11 +0000 2024,0,sadness,@Putri96960977 @prabowo Ketikannya miris bgt,@Putri96960977 @prabowo The typing is really sad,1770121853069373777,,Putri96960977,in,"Jawa Tengah, Indonesia",0,0,0,https://twitter.com/flslsnz/status/1770121853069373777,1213673274271338496,flslsnz,@USER @USER The typing is really sad
978,1004,1770121824313233448,Tue Mar 19 16:15:04 +0000 2024,13,others,Dulu prabowo &amp; sandi yg sekuler mndadak jd simbol islam Ke2nya awam soal islam tp lalu digadang2 jd simbol islam Baik2 ya kali ini jgn terpleset lg mnjadikan mrk yg sekuler sbg simbol islam,"In the past, Prabowo &amp; Secular symbols suddenly become symbols of Islam. Both of them are laymen about Islam but then they are predicted to be symbols of Islam. OK, this time don't slip up and make secular symbols into symbols of Islam.",1770121824313233448,,,in,Di KIRI JALAN  X-Land,0,2,5,https://twitter.com/gmupd1993/status/1770121824313233448,1722208217684692992,gmupd1993,"In the past, Prabowo &amp; Secular symbols suddenly become symbols of Islam. Both of them are laymen about Islam but then they are predicted to be symbols of Islam. OK, this time don't slip up and make secular symbols into symbols of Islam."
980,1006,1770092506912583959,Tue Mar 19 16:12:45 +0000 2024,1,joy,@PDI_Perjuangan semoga bapak prabowo dan mas gibran selalu sehat selalu amin,"@PDI_Perjuangan I hope Mr Prabowo and Mr Gibran will always be healthy, amen",1770121238272418203,,PDI_Perjuangan,in,Indonesia,0,2,0,https://twitter.com/davaaria12/status/1770121238272418203,4387121352,davaaria12,"@USER I hope Mr Prabowo and Mr Gibran will always be healthy, amen"
981,1007,1770013661173817536,Tue Mar 19 16:12:44 +0000 2024,13,disgust,@prabowo Kami dulu mendukungmu...tapi karena anda maruk kuasa...halalkan segala cara.. Ngangkangi konstitusi ...kongsi ma begal politik kyk mukidi...gunakan bansos utk kpentingan nafsumu...kalo toh menang...kami haram utk akui. Moga azab Alloh kontan.,@prabowo We used to support you...but because you are under power...any means is legal...Abandon the constitution...partner with political thugs like mukidi...use social assistance for your own selfish interests...if you win...we it's haram to admit it. May Allah's punishment be immediate.,1770121234170474671,,prabowo,in,"Mampang Prapatan, Indonesia",0,1,0,https://twitter.com/Antitogog1/status/1770121234170474671,1194964216559439874,Antitogog1,@USER We used to support you..but because you are under power..any means is legal..Abandon the constitution..partner with political thugs like mukidi..use social assistance for your own selfish interests..if you win..we it's haram to admit it. May Allah's punishment be immediate.
982,1008,1769905059708772746,Tue Mar 19 16:12:27 +0000 2024,0,others,@are_inismyname @prabowo @gibran_tweet @bengkeldodo @Ndons_Back @99propaganda @florieliciouss @P4P4B0W0_2024 @Bank_Joee_ @IrawanRommi @MIrvanDarwin1 @zy_zy_its_me @mimih6mei Bangga amat dukung paslon cacat etik...model IQ78 emang susah diajak berpikir sehat...,@are_inismyname @prabowo @gibran_tweet @bengkeldodo @Ndons_Back @99propaganda @florieliciouss @P4P4B0W0_2024 @Bank_Joee_ @IrawanRommi @MIrvanDarwin1 @zy_zy_its_me @mimih6mei Very proud to support the ethically disabled candidate pair...the IQ78 model is really hard to get into a healthy mind...,1770121163848773957,,are_inismyname,in,Indonesia,0,0,0,https://twitter.com/DalipiMan/status/1770121163848773957,1058743287924744192,DalipiMan,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Very proud to support the ethically disabled candidate pair..the IQ78 model is really hard to get into a healthy mind..
983,1009,1769905059708772746,Tue Mar 19 16:12:20 +0000 2024,0,disgust,@are_inismyname @mulyadiabdullah @prabowo @gibran_tweet @bengkeldodo @Ndons_Back @99propaganda @florieliciouss @P4P4B0W0_2024 @Bank_Joee_ @IrawanRommi @MIrvanDarwin1 @zy_zy_its_me @mimih6mei ni wujud ma tagline nya islami pake Q.S .-2. 148.. kelakuan menjilat... waras mu kapan,@are_inismyname @mulyadiabdullah @prabowo @gibran_tweet @bengkeldodo @Ndons_Back @99propaganda @florieliciouss @P4P4B0W0_2024 @Bank_Joee_ @IrawanRommi @MIrvanDarwin1 @zy_zy_its_me @mimih6mei this is the form of the tagline that is Islamic using Q.S.-2. 148.. sycophantic behavior... your sanity when,1770121135419727873,,are_inismyname,in,,0,1,0,https://twitter.com/SutendiTendy/status/1770121135419727873,1561760614556479488,SutendiTendy,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER this is the form of the tagline that is Islamic using Q.S.-2. 148.. sycophantic behavior.. your sanity when
984,1010,1770013661173817536,Tue Mar 19 16:12:17 +0000 2024,0,others,@official690223 @prabowo Beda urusan sm banjir beliau kesana utk melihat progres pembangunan. Min baca caption,@official690223 @prabowo It's different from the flood. He went there to see the construction progress. Min read the caption,1770121122648133666,,official690223,in,"Jawa Tengah, Indonesia",0,0,0,https://twitter.com/flslsnz/status/1770121122648133666,1213673274271338496,flslsnz,@USER @USER It's different from the flood. He went there to see the construction progress. Min read the caption
985,1011,1770121101798232178,Tue Mar 19 16:12:12 +0000 2024,1,disgust,bro SDGs sounds bullshit if prabowo bein a president and gibran as his VICE PRESIDENT. yaelah gibran lawan anak olimp mtk smp juga kalah gibran. bgitu mau mengentaskan kemiskinan mengurangi kesenjangan melindungi lingkungan. NOH IKN terancam kekeringan ekstrem di 2050. sinting.,"bro SDGs sounds bullshit if Prabowo becomes president and Gibran as his VICE PRESIDENT. Yes, Gibran, against junior high school Olympians, also lost to Gibran. so we want to eradicate poverty, reduce inequality, protect the environment. NOH IKN is threatened by extreme drought in 2050. crazy.",1770121101798232178,,,in,,0,1,0,https://twitter.com/psychecysis/status/1770121101798232178,1340246675718168577,psychecysis,"bro SDGs sounds bullshit if Prabowo becomes president and Gibran as his VICE PRESIDENT. Yes, Gibran, against junior high school Olympians, also lost to Gibran. so we want to eradicate poverty, reduce inequality, protect the environment. NOH IKN is threatened by extreme drought in 2050. crazy."
987,1013,1770082298165424278,Tue Mar 19 16:10:57 +0000 2024,2,anger,@OmJ_JeNggot Nyenyenye jelas jelas anak mudanya all in prabowo yang nentuon kita masuk Surga dan beragama itu Allah bukan paslon aneh bet bangsat aowkoaakakka,"@OmJ_JeNggot Nyenyenye it's clear that it's all in Prabowo's young people who will determine whether we go to Heaven and have religion. Allah is not a strange candidate pair, you bastard aowkoaakakka",1770120785086320654,,OmJ_JeNggot,in,,0,0,0,https://twitter.com/Blekedet9/status/1770120785086320654,1276464917676036097,Blekedet9,"@USER Nyenyenye it's clear that it's all in Prabowo's young people who will determine whether we go to Heaven and have religion. Allah is not a strange candidate pair, you bastard aowkoaakakka"
988,1014,1770116413195457023,Tue Mar 19 16:10:09 +0000 2024,11,others,@G0mb4k @DakotaGeorgy @IrawanRommi @Masdjodi1 @Papa_Brewook @sugenges @bang_dasco @drReUtari08 @Adiprayitno_20 @annourcharity 2014 Anies dukung Jokowi dijadikan menteri lalu diberhentikan. Anies jadikan Gub DKI oleh Prabowo dg perjuangan total 2024 Anies jadi lawan Prabowo bahkan memberi nilai 11/100 pertahanan RI di bawah Prabowo Dari cara berpolitik kita bisa mengukur adab seseorang,@G0mb4k @DakotaGeorgy @IrawanRommi @Masdjodi1 @Papa_Brewook @sugenges @bang_dasco @drReUtari08 @Adiprayitno_20 @annourcharity 2014 Anies supports Jokowi as minister and then dismissed. Anies was made Governor of DKI by Prabowo with a total struggle in 2024. Anies became Prabowo's opponent and even gave a score of 11/100 for RI defense under Prabowo. From the way of politics we can measure a person's manners,1770120583973413090,,G0mb4k,in,,0,2,3,https://twitter.com/BANGSAygSUJUD/status/1770120583973413090,1189039138835554304,BANGSAygSUJUD,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 2014 Anies supports Jokowi as minister and then dismissed. Anies was made Governor of DKI by Prabowo with a total struggle in 2024. Anies became Prabowo's opponent and even gave a score of 11/100 for RI defense under Prabowo. From the way of politics we can measure a person's manners
989,1015,1770091767721083128,Tue Mar 19 16:09:43 +0000 2024,1,anger,@m1n4_95 Kalian semua tolol mau demo sampai dunia terbalik pun tetap Prabowo Subianto di Lantik jadi presiden,"@m1n4_95 All of you are stupid and want to demonstrate until the world turns upside down, but Prabowo Subianto is still inaugurated as president",1770120477069156810,,m1n4_95,in,,0,0,2,https://twitter.com/Suanggiterban/status/1770120477069156810,1589013449316896768,Suanggiterban,"@USER All of you are stupid and want to demonstrate until the world turns upside down, but Prabowo Subianto is still inaugurated as president"
990,1016,1755848071869509943,Tue Mar 19 16:09:23 +0000 2024,0,others,@gorunbiraz3 @Projo_Muda @DPP_PROJO @RI_maju_2045 @jokowi @prabowo @gibran_tweet @budimuni98 @PraEquilibrium @florieliciouss @budimandjatmiko Makanya nies jangan main politik identitas lah kalah kan jadinya,"@gorunbiraz3 @Projo_Muda @DPP_PROJO @RI_maju_2045 @jokowi @prabowo @gibran_tweet @budimuni98 @PraEquilibrium @florieliciouss @budimandjatmiko That's why, don't play identity politics, you'll lose, right?",1770120393673916600,,gorunbiraz3,in,Manado,0,0,0,https://twitter.com/JimmyTumober/status/1770120393673916600,817353792,JimmyTumober,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That's why, don't play identity politics, you'll lose, right?"
991,1017,1755851711837774316,Tue Mar 19 16:09:04 +0000 2024,0,disgust,@griselruiz88 @Projo_Muda @DPP_PROJO @RI_maju_2045 @jokowi @prabowo @gibran_tweet @budimuni98 @Bank_Joee_ @ayundhaqh @kurawa Lihatlah 02 tak ada satupun partai yang mengatasnamakan agama berada di dalamnya,@griselruiz88 @Projo_Muda @DPP_PROJO @RI_maju_2045 @jokowi @prabowo @gibran_tweet @budimuni98 @Bank_Joee_ @ayundhaqh @kurawa Look 02 not a single party in the name of religion is in it,1770120313248088302,,griselruiz88,in,Manado,0,0,0,https://twitter.com/JimmyTumober/status/1770120313248088302,817353792,JimmyTumober,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Look 02 not a single party in the name of religion is in it
992,1018,1770120185745416641,Tue Mar 19 16:08:34 +0000 2024,0,others,Berasa lagi baca curhatan orang yg pernah ikut demo demi @prabowo di tahun 2019 lalu nih . Jadi maksudnya pendukung Prabowo itu Orang2 bodoh gitu? Yg katanya kalo di-rata2 IQ penduduk Indonesia cuma 78? ,I feel like I'm reading the stories of people who took part in demonstrations for @prabowo in 2019. So what do you mean by Prabowo's supporters are stupid people? Who said that the average IQ of the Indonesian population is only 78?,1770120185745416641,,,in,,0,2,0,https://twitter.com/el_in_me/status/1770120185745416641,1559335707440623617,el_in_me,I feel like I'm reading the stories of people who took part in demonstrations for @USER in 2019. So what do you mean by Prabowo's supporters are stupid people? Who said that the average IQ of the Indonesian population is only 78?
